travfreq,empl,jobsat1,jobsat2,jobsat3,roleover1,roleover2,roleover3,workadj1,workadj2,workadj3,workadj4,workadj5,workadj6,workadj7,workadj8,workadj9,turnover1,turnover2,turnover3,wneglect1,wneglect2,wneglect3,wneglect4,wneglect5,wneglect6,wsitcon1,wsitcon2,wsitcon3,wsitcon4,wrclar1,wrclar2,wrclar3,wrclar4,wrclar5,wrclar6,wtimepres1,wtimepres2,wtimepres3,wtimepres4,wnovel1,wnovel2,wnovel3,wnovel4,wcowinsexphelp 1,wcowinsexphelp 2,wcowinsexphelp 3,wcowinsexphelp 4,wroleconflict 1,wroleconflict 2,wroleconflict 3,wintconflictd 1,wintconflictd 2,wintconflictd 3,wintconflictd 4,wintconflictf 1,wintconflictf 2,wintconflictf 3,wemotdem 1,wemotdem 2,wemotdem 3,wemotdem 4,wemotdem 5,wpeopresp1,wpeopresp2,wpeopresp3,wpeopresp4,wpeopresp5,wallcowexp1,wallcowexp2,wallcowexp3,wallcowexp4,wallcowexp5,wallcowexp6,wallcowexp7,wallcowexp8,wallcowexp9,wallcowexp10,wallcowexp11,wallcowexp12,cowint,cowdep,wteams,wcom,Unnamed: 85,fsat1,fsat2,fsat3,fneglect1,fneglect2,fneglect3,fneglect4,fneglect5,fneglect6,fadj1,fadj2,fadj3,fadj4,fadj5,fadj6,fadj7,fadj8,fadj9,wfc1,wfc2,wfc3,wfc4,wfc5,ftimepres1,ftimepres2,ftimepres3,ftimepres4,check2,faminstexp1,faminstexp2,faminstexp3,faminstexp4,femotdem1,femotdem2,femotdem3,femotdem4,froleover1,froleover2,froleover3,froleconf1,froleconf2,froleconf3,fintconfd1,fintconfd2,fintconfd3,fintconfd4,fintconff1,fintconff2,fintconff3,famallexp1,famallexp2,famallexp3,famallexp4,famallexp5,famallexp6,famallexp7,famallexp8,famallexp9,famallexp10,famallexp11,famallexp12,burn1,burn2,burn3,burn4,burn5,burn6,burn7,burn8,burn9,burn10,burn11,burn12,burn13,burn14,burn15,burn16,burn17,burn18,burn19,burn20,burn21,supsup1,cowsup1,parsup1,famsup1,supsup2,cowsup2,parsup2,famsup2,supsup3,cowsup3,parsup3,famsup3,supsup4,cowsup4,parsup4,famsup4,cogflex1,cogflex2,cogflex3,cogflex4,cogflex5,cogflex6,cogflex7,cogflex8,cogflex9,cogflex10,cogflex11,cogflex12,houswork,childwork,marstat,children,whours,tenure,position,education,gender,age,industry,nationality,residence,feeltravel,yearstravel,numbertravel,daysknowtravel,meettravel,flytravel,countrytravel,daystrip,reasontrip,weekendtrip,average_jobsat,average_roleover,average_workadj,average_turnover,average_wneglect,average_wsitcon,average_wrclar,average_wtimepres,average_wnovel,average_wcowinsexphelp,average_wroleconflict,average_wintconflictd,average_wintconflictf,average_wemotdem,average_wpeopresp,average_wallcowexp,average_famallexp,average_burn,average_cogflex,average_supsup,average_cowsup,average_parsup,average_famsup,average_fadj,average_fsat,average_fneglect,average_wfc,average_ftimepres,average_faminstexp,average_femotdem,average_froleover,average_froleconf,average_fintconfd,average_fintconff
2,1,3,4,3,2,4,5,4,3,5,2,3,4,5,2,4,3.0,2.0,4.0,3.0,4.0,5.0,4.0,3.0,5.0,3,4,2,5,2,3,4,3,4,4,4,3,4,3,3,4,3,5,4,3,5,3,3,2,4,3,2,5,3,4,5,2,3,5,2,4,4,5,6,3.0,5.0,3.0,3,5,2,3,4,4,3,4,4,5,5,4,15,7,5,9,survey,4,2,3,4,4,2,3,4,4,3,4,4,5,3,2,5,3,4,3,4,5,4,3,5,4,3,2,5,4,3,2,5,3,5,3,3,4,2,4,5,4,4,4,5,3,5,3,5,5,4,3,3,4,4,3,2,4,4,3,5,4,5,6,6,7,4,3,5,7,5,6,7,7,4,6,3,6,4,4,5,7,5,5,3,4,5,3,5,2,5,5,4,5,4,5,3,5,4,4,5,3,3,4,2,3,5,3,2,4,5,5,1,1,1,38,7.0,2,2.0,1,37,12.0,united states,united states,1,1.0,1,20,2,3,mexico,20.0,1,3,3.3333333333333335,3.6666666666666665,3.5555555555555554,3.0,4.0,3.5,3.3333333333333335,3.5,3.75,3.75,3.0,3.25,3.6666666666666665,3.6,4.4,3.8333333333333335,3.5833333333333335,5.333333333333333,3.5833333333333335,4.5,3.75,4.0,4.5,3.6666666666666665,3.0,3.5,3.8,3.5,3.5,3.5,3.3333333333333335,4.333333333333333,4.25,4.333333333333333
2,1,5,4,4,3,5,4,4,4,2,2,3,3,4,4,4,1.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,4,4,2,4,3,3,5,5,5,5,1,1,3,3,4,4,4,2,3,3,3,4,4,2,2,1,1,1,1,2,1,3,4,4,2,2,2,5,5,6.0,6.0,6.0,4,4,4,5,4,4,4,4,3,3,4,4,20,3,5,2,survey,5,5,5,1,2,1,1,1,1,5,5,5,5,5,5,5,5,5,3,2,2,2,2,1,4,4,4,5,3,3,3,3,4,1,1,1,2,4,5,3,2,2,1,1,1,2,1,1,2,4,4,4,4,4,5,4,5,5,5,5,5,5,2,4,4,4,6,6,2,2,5,5,1,3,2,2,2,1,1,4,4,1,3,3,4,3,3,3,5,3,2,2,5,2,2,2,5,2,5,3,2,3,2,4,4,4,4,1,4,4,1,1,1,5,45,12.0,1,4.0,1,39,5.0,white,usa,3,5.0,3,5,2,2,france,2.0,3,3,4.333333333333333,4.0,3.3333333333333335,1.0,1.5,3.5,4.333333333333333,2.0,3.5,3.25,2.6666666666666665,1.0,2.0,2.8,5.6,3.9166666666666665,4.5,3.142857142857143,3.3333333333333335,2.5,2.5,4.75,2.5,5.0,5.0,1.1666666666666667,2.2,3.25,3.0,1.75,3.6666666666666665,2.3333333333333335,1.25,1.3333333333333333
3,1,5,5,5,2,2,2,5,5,5,5,5,5,5,5,5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2,2,1,1,5,5,5,5,5,5,1,1,1,1,4,3,5,5,2,5,5,5,1,2,1,1,1,1,1,1,2,2,1,5,2,1,2,6,5,5.0,4.0,5.0,5,5,5,5,5,5,5,5,5,5,5,5,4,2,1,0,survey,5,5,5,1,1,1,1,1,1,5,5,5,5,5,5,5,5,5,1,1,1,1,1,1,1,1,1,5,5,4,5,5,5,1,1,1,1,5,1,1,1,1,1,1,1,1,1,1,2,5,5,5,5,5,5,5,5,5,5,5,5,2,1,5,3,2,6,1,1,1,1,1,1,1,1,1,1,1,1,7,6,2,5,4,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,2,1,5,5,5,5,5,5,2,5,5,10,0,1,1,40,15.0,2,3.0,1,51,9.0,U.S. citizen,United States of America,1,10.0,3,10,10,2,Spain,5.0,2,1,5.0,2.0,5.0,1.0,1.0,1.5,5.0,1.0,4.25,4.25,1.3333333333333333,1.0,1.6666666666666667,2.2,5.0,5.0,5.0,2.1904761904761907,4.166666666666667,5.0,4.5,5.0,5.0,5.0,5.0,1.0,1.0,1.0,4.75,2.0,2.3333333333333335,1.0,1.0,1.3333333333333333
3,1,4,4,4,4,3,4,5,5,5,5,5,5,5,5,5,5.0,5.0,5.0,3.0,3.0,3.0,3.0,2.0,3.0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4.0,4.0,4.0,3,3,3,3,3,3,3,3,3,3,3,3,9,9,2,2,survey,4,4,4,3,3,3,3,3,3,3,3,3,4,4,4,4,4,4,3,3,3,3,4,3,4,3,3,5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,4,4,4,5,3,4,5,5,5,5,5,4,5,4,4,4,4,4,4,4,4,4,4,4,3,2,4,3,2,2,4,3,3,3,3,3,3,3,3,3,3,3,3,3,2,4,3,3,3,3,3,3,3,3,1,2,40,8.64982269503546,1,3.0,2,31,13.0,American,USA,1,6.0,2,7,6,2,canada,7.0,1,1,4.0,3.6666666666666665,5.0,5.0,2.8333333333333335,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,3.6666666666666665,4.285714285714286,3.0,2.75,2.5,3.5,3.0,3.6666666666666665,4.0,3.0,3.2,3.25,3.0,3.0,3.0,3.0,3.0,3.0
2,1,4,4,3,4,3,4,4,4,4,4,4,4,4,3,4,5.0,5.0,5.0,3.0,3.0,1.0,1.0,2.0,3.0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,4,4,3,3,3,3,2,2,2,2,3,2,1,3,4,3,2,1,4,4,4.0,4.0,4.0,3,3,3,3,3,3,3,3,3,3,3,3,6,6,1,0,survey,1,1,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,3,3,3,3,3,5,3,3,3,3,3,3,3,3,4,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,6,7,3,5,6,3,5,6,6,6,6,4,5,6,7,3,5,4,3,3,4,4,4,1,3,4,4,1,2,3,3,1,3,3,3,1,3,3,4,3,3,3,3,3,3,3,3,3,3,5,0,2,0,60,1.0,4,3.0,1,28,7.0,Asian,USA,3,2.0,1,10,3,1,china,3.0,1,3,3.6666666666666665,3.6666666666666665,3.888888888888889,5.0,2.1666666666666665,3.0,3.0,3.0,3.0,3.25,3.0,2.0,2.0,2.6,4.0,3.0,3.0,4.904761904761905,3.0833333333333335,3.5,3.5,1.0,2.75,3.0,1.0,3.0,2.2,3.0,3.0,3.0,3.0,3.0,3.0,3.0
2,1,4,4,3,4,4,4,4,4,4,4,4,4,4,3,3,3.0,4.0,,3.0,3.0,3.0,2.0,3.0,2.0,2,3,3,3,2,2,3,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3,3,2,3,3,3,2,3,3,4,4,4.0,4.0,3.0,3,2,4,3,2,4,3,3,4,3,3,3,22,15,10,5,survey,3,3,3,3,2,3,3,1,1,3,2,3,2,3,3,3,3,3,3,2,3,3,3,3,3,2,3,5,3,4,2,3,3,2,3,3,3,2,3,3,3,4,3,3,2,3,3,3,3,3,2,3,4,3,3,3,2,3,3,2,3,4,4,4,4,5,4,4,4,4,4,3,4,4,3,5,4,3,4,4,3,4,3,3,3,3,4,3,3,3,2,3,3,3,3,2,3,3,3,3,4,3,3,3,3,2,3,3,3,4,beer drinking,nope,2,0,40,20.0,1,3.0,1,33,11.0,White boy,USA,1,2.0,1,2,3,2,Columbia,7.0,1,3,3.6666666666666665,4.0,3.7777777777777777,3.5,2.6666666666666665,2.75,2.8333333333333335,3.0,3.0,3.0,2.6666666666666665,3.0,2.6666666666666665,2.8,3.8,3.0833333333333335,2.8333333333333335,3.9047619047619047,3.0833333333333335,3.0,2.75,3.0,3.0,2.7777777777777777,3.0,2.1666666666666665,2.8,2.75,3.0,2.75,2.6666666666666665,3.3333333333333335,2.75,3.0
2,1,5,5,4,2,1,3,5,5,3,4,5,4,5,5,5,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,1,2,1,1,4,5,5,5,5,4,2,2,3,3,3,2,2,1,3,5,4,4,2,1,3,2,3,3,3,2,2,3,3,5,2,2,2,5,4,4.0,6.0,5.0,4,3,4,4,5,4,5,4,4,4,5,4,20,10,1,0,survey,4,5,5,2,1,1,1,1,1,4,5,5,5,5,4,5,3,4,4,3,4,4,4,2,3,3,3,5,4,5,5,4,5,5,4,5,2,4,2,2,1,3,2,2,3,3,3,4,4,5,5,5,5,5,4,5,5,4,5,5,5,4,1,6,3,4,6,2,1,1,1,1,1,1,1,1,1,1,1,5,6,2,4,5,5,5,4,5,5,4,5,4,5,4,5,5,5,4,5,1,1,1,2,5,4,4,5,2,4,4,5,6,1,2,40,13.0,1,3.0,2,65,12.0,american,usa,1,20.0,1,7,2,2,england,5.0,2,3,4.666666666666667,2.0,4.555555555555555,1.3333333333333333,1.3333333333333333,1.25,4.666666666666667,2.5,2.0,4.0,2.0,2.75,2.3333333333333335,2.8,4.8,4.166666666666667,4.833333333333333,2.380952380952381,3.1666666666666665,4.5,4.75,5.0,4.25,4.444444444444445,4.666666666666667,1.1666666666666667,3.8,2.75,4.5,4.75,2.6666666666666665,2.0,2.5,3.6666666666666665
2,1,5,5,5,2,3,3,5,5,4,4,5,4,5,4,5,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,4,3,1,1,4,4,5,4,4,4,2,2,3,3,1,1,3,3,2,5,2,3,2,2,2,1,2,2,2,2,2,2,5,5,2,2,2,5,5,6.0,5.0,5.0,3,4,3,4,2,4,4,4,5,4,2,2,10,25,4,2,survey,5,5,5,3,2,1,1,1,1,5,5,5,5,5,5,5,5,5,2,2,2,2,1,1,1,1,1,5,4,2,2,3,5,1,1,1,1,5,1,1,1,1,1,1,1,1,1,1,1,4,5,5,5,4,5,5,5,5,4,5,5,3,1,6,3,1,6,3,1,1,3,1,1,2,1,1,1,1,1,6,6,2,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,1,1,4,1,5,5,5,5,1,5,5,10,5,1,1,45,9.0,2,3.0,2,45,5.0,American,USA,1,2.0,1,60,8,1,Canada,4.0,4,1,5.0,2.6666666666666665,4.555555555555555,1.0,1.1666666666666667,2.25,4.166666666666667,2.5,2.0,3.0,2.0,1.75,2.0,3.2,5.2,3.4166666666666665,4.75,2.4285714285714284,3.5833333333333335,4.75,5.0,5.0,5.0,5.0,5.0,1.5,1.8,1.0,2.75,2.0,2.3333333333333335,1.0,1.0,1.0
2,1,4,4,4,4,3,3,4,4,4,3,4,2,4,4,4,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,1,1,1,1,2,2,2,2,2,2,2,4,4,4.0,4.0,4.0,3,4,5,5,4,4,4,4,3,3,3,3,10,10,1,1,survey,4,5,5,3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3,3,3,4,4,5,5,5,3,3,4,4,4,4,4,4,3,5,4,4,7,3,3,3,1,3,1,4,2,1,1,1,1,7,6,1,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,4,3,3,3,3,3,3,3,3,3,5,3,10,0,3,0,40,10.0,2,3.0,2,52,10.0,u s citizen,u s ,2,10.0,3,4,3,1,trinidad,4.0,2,1,4.0,3.3333333333333335,3.6666666666666665,3.0,2.8333333333333335,3.0,3.0,3.0,3.0,3.0,3.0,1.0,1.6666666666666667,2.0,4.0,3.75,4.083333333333333,3.0952380952380953,3.25,2.25,2.0,2.0,2.0,4.0,4.666666666666667,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.75,3.0
2,1,4,4,4,3,3,3,4,4,4,4,4,2,1,3,3,4.0,4.0,4.0,4.0,2.0,2.0,2.0,1.0,1.0,3,3,3,2,4,4,4,4,5,5,4,4,4,4,3,1,3,1,2,3,2,2,3,2,2,2,2,2,2,2,2,3,2,4,5,2,2,3,6,5.0,5.0,3.0,2,2,2,2,3,4,3,3,2,2,2,2,34,8,8,34,Survey,3,4,5,2,1,1,1,1,1,3,3,4,3,5,3,4,4,4,4,3,4,2,4,1,4,2,4,5,2,1,2,2,5,2,2,2,2,4,3,2,1,3,2,2,2,2,2,2,3,5,5,5,5,4,5,5,5,5,5,5,5,5,4,6,5,4,6,5,4,4,4,2,5,5,5,2,2,2,2,6,4,4,3,3,5,5,5,5,5,5,5,4,5,4,4,3,5,5,4,2,2,5,1,5,5,4,4,1,5,5,7,12,1,1,51,10.0,1,4.0,1,33,5.0,American,Usa,2,5.0,1,20,28,2,"China, Italy",10.0,1,3,4.0,3.0,3.2222222222222223,4.0,2.0,2.75,4.333333333333333,4.0,2.0,2.25,2.3333333333333335,2.0,2.3333333333333335,3.0,4.4,2.4166666666666665,4.916666666666667,4.095238095238095,3.5833333333333335,4.25,3.75,5.0,4.75,3.6666666666666665,4.0,1.1666666666666667,3.4,2.75,1.75,2.75,3.0,2.0,2.0,2.3333333333333335
2,1,5,5,5,2,3,3,5,5,5,4,4,4,4,4,4,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2,3,2,2,4,5,5,4,5,5,2,3,2,3,3,3,3,3,3,5,4,4,3,1,2,1,2,2,2,2,2,2,4,4,2,2,2,5,4,5.0,5.0,5.0,3,3,3,3,2,2,4,3,3,3,2,2,12,2,1,1,survey,4,4,5,3,3,3,1,1,2,4,4,5,4,5,5,5,4,4,2,2,2,2,2,2,3,3,3,5,2,2,2,2,5,2,2,2,2,4,2,1,1,1,1,1,1,2,2,2,2,4,4,4,2,1,1,4,4,4,4,4,4,3,3,6,3,3,6,4,1,2,3,1,1,1,2,1,2,1,2,5,5,2,4,4,5,3,5,5,5,3,5,4,5,3,4,3,5,3,4,2,1,4,2,5,5,5,2,2,4,4,6,0,1,0,40,25.0,2,3.0,2,63,8.0,usa,usa,3,10.0,1,14,3,1,"canada, mexico, china",7.0,4,3,5.0,2.6666666666666665,4.333333333333333,1.0,1.0,2.25,4.666666666666667,2.5,3.0,4.0,2.0,1.75,2.0,2.8,4.8,2.75,3.3333333333333335,2.7142857142857144,3.3333333333333335,4.5,4.0,5.0,3.0,4.444444444444445,4.333333333333333,2.1666666666666665,2.0,2.75,2.0,2.75,2.6666666666666665,1.0,1.25,2.0
2,1,4,4,4,4,1,1,5,5,5,5,5,5,5,5,5,1.0,4.0,1.0,1.0,5.0,1.0,1.0,3.0,1.0,2,1,1,1,4,4,4,2,4,5,1,1,1,1,2,4,2,1,4,5,5,5,1,1,1,1,1,2,1,3,2,2,3,5,2,1,1,6,5,4.0,6.0,3.0,2,5,5,1,2,1,1,1,2,1,1,1,5,0,1,0,survey,4,4,5,1,2,5,1,5,5,4,3,5,5,5,5,4,4,5,2,2,1,1,1,1,1,1,1,5,1,1,1,1,5,1,2,1,1,5,1,1,1,1,1,1,1,1,1,1,2,3,3,3,2,3,2,3,3,5,3,3,3,5,3,4,4,2,5,4,1,2,5,5,2,3,3,3,1,2,4,5,4,6,3,3,5,5,4,4,5,5,5,4,5,5,3,4,5,5,4,2,4,2,2,3,4,4,4,2,4,3,2,0,2,0,40,1.0,4,4.0,2,28,10.0,American,United States,1,1.0,1,60,1,1,Canada,3.0,3,2,4.0,2.0,5.0,2.0,2.0,1.25,3.8333333333333335,1.0,2.25,4.75,1.0,1.25,2.3333333333333335,2.4,4.8,1.9166666666666667,3.0,3.4761904761904763,3.1666666666666665,3.75,3.75,5.0,5.0,4.444444444444445,4.333333333333333,3.1666666666666665,1.4,1.0,1.0,2.25,2.3333333333333335,1.0,1.0,1.3333333333333333
2,1,4,4,4,2,2,2,4,4,4,4,2,2,2,2,2,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2,5,2,1,4,5,5,3,4,4,2,2,2,2,3,1,3,3,2,5,1,1,1,1,3,1,1,1,1,1,1,1,3,5,2,1,1,3,3,3.0,3.0,3.0,3,3,3,3,3,3,3,3,3,3,3,3,25,3,1,1,survey,4,4,4,1,1,3,1,1,1,5,5,5,5,5,5,5,5,5,2,2,2,2,4,2,2,4,2,5,5,2,5,5,5,1,1,1,2,4,2,1,1,1,1,1,1,1,2,2,2,5,5,5,5,5,5,5,5,5,5,5,5,4,1,6,3,1,6,1,1,1,1,1,1,1,1,1,1,1,1,6,6,1,2,4,5,5,2,4,5,5,3,3,5,5,3,4,5,5,4,3,2,4,2,4,4,4,3,2,4,3,6,4,1,2,40,2.0,2,3.0,2,31,7.0,asian,usa,3,10.0,2,30,7,2,canada,14.0,4,3,4.0,2.0,2.888888888888889,2.0,1.0,2.5,4.166666666666667,2.0,2.5,2.25,1.6666666666666667,1.0,1.0,2.4,3.0,3.0,5.0,2.1904761904761907,3.25,2.5,3.75,5.0,5.0,5.0,4.0,1.3333333333333333,2.4,2.5,4.25,2.0,2.6666666666666665,1.0,1.0,2.0
2,1,5,5,5,1,1,1,5,5,5,5,5,5,5,5,5,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1,1,1,1,5,5,5,3,5,5,1,1,3,2,3,3,3,3,1,3,1,2,3,1,2,1,1,1,1,1,1,1,4,5,2,1,1,1,4,4.0,1.0,1.0,5,5,5,5,5,5,5,5,5,5,5,5,1,1,0,1,survey,3,3,3,1,1,1,1,1,1,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,5,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,1,4,4,4,1,1,2,2,1,1,5,5,1,1,5,5,1,1,5,5,4,3,2,3,4,4,4,4,4,4,4,3,20,0,3,0,50,10.0,2,2.0,2,54,6.0,white,usa,1,3.0,1,14,6,2,sweden,14.0,2,1,5.0,1.0,5.0,1.0,1.1666666666666667,1.0,4.666666666666667,1.75,3.0,1.75,2.0,1.0,1.0,2.6,2.2,5.0,3.0,3.8095238095238093,3.5833333333333335,1.0,1.0,4.25,4.25,3.0,3.0,1.0,2.0,2.0,1.0,1.0,1.6666666666666667,1.0,1.0,1.0
2,1,3,3,3,3,3,3,3,3,3,3,4,4,2,3,3,3.0,2.0,2.0,3.0,1.0,2.0,1.0,2.0,2.0,3,3,2,2,4,3,4,3,5,5,2,2,2,2,3,3,4,4,1,5,4,3,3,3,3,1,1,3,2,4,4,3,3,4,3,2,1,3,3,3.0,3.0,3.0,3,3,3,3,3,3,3,3,3,3,3,3,10,35,1,1,survey,5,5,5,1,1,1,1,1,1,3,3,3,3,3,3,3,3,3,1,1,1,1,1,1,1,1,1,5,3,3,3,3,3,1,1,1,1,5,2,2,2,1,1,1,1,1,1,1,1,1,1,3,3,2,3,3,4,4,4,3,3,2,1,6,3,3,6,2,1,1,2,1,1,2,1,1,1,1,1,6,5,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,2,5,3,4,4,4,3,2,4,3,10,10,2,0,40,25.0,2,1.0,1,49,3.0,usa,usa,1,7.0,1,14,4,1,canada,3.0,5,3,3.0,3.0,3.111111111111111,2.3333333333333335,1.8333333333333333,2.5,4.0,2.0,3.5,3.25,3.0,1.75,3.6666666666666665,2.6,3.0,3.0,2.8333333333333335,2.3333333333333335,3.4166666666666665,3.0,3.0,3.0,3.0,3.0,5.0,1.0,1.0,1.0,3.0,1.5,2.6666666666666665,1.6666666666666667,1.0,1.0
3,1,5,5,5,2,3,3,5,5,5,5,5,5,5,5,5,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1,2,1,1,5,5,5,4,5,5,1,1,1,1,3,3,3,3,2,5,2,5,3,2,2,1,1,2,2,2,2,2,4,4,4,2,2,4,4,4.0,5.0,5.0,4,4,4,5,5,5,5,5,5,5,5,5,50,50,1,1,survey,5,5,5,1,1,1,1,1,1,5,5,5,5,5,5,5,5,5,2,2,2,2,3,2,2,2,2,5,4,2,2,2,5,1,1,2,2,4,3,2,2,2,1,1,1,1,2,2,2,5,5,5,5,5,5,5,5,5,5,5,5,4,1,6,3,3,6,2,1,1,2,1,1,1,1,1,1,1,1,6,6,3,4,4,5,5,5,5,5,5,4,4,5,5,4,4,5,5,5,2,2,4,2,5,5,5,3,2,5,5,10,15,1,3,40,5.0,1,3.0,1,36,13.0,American,United States,1,5.0,2,15,2,2,Japan,5.0,5,1,5.0,2.6666666666666665,5.0,2.0,1.0,1.25,4.833333333333333,1.0,3.0,3.5,2.3333333333333335,1.5,2.0,3.2,4.4,4.75,5.0,2.4761904761904763,3.75,4.25,4.25,5.0,5.0,5.0,5.0,1.0,2.2,2.0,2.5,2.25,3.0,2.0,1.0,2.0
4,1,4,4,5,4,4,3,3,4,4,3,2,3,3,2,3,4.0,3.0,3.0,3.0,4.0,4.0,3.0,3.0,3.0,4,4,3,3,3,2,3,3,4,4,3,3,4,3,3,3,4,4,3,3,4,3,3,3,4,3,4,4,3,3,2,3,3,3,4,4,3,4,3,5.0,4.0,4.0,4,3,3,5,4,3,2,3,3,3,3,4,25,10,2,2,survey,3,4,3,3,3,4,4,3,3,3,2,3,3,4,3,3,4,3,4,3,3,2,3,4,4,3,3,5,4,5,4,3,3,3,4,3,3,2,3,3,3,3,4,3,3,4,4,3,3,2,3,3,4,4,3,3,2,3,3,4,3,6,5,5,4,4,4,3,4,4,5,5,5,4,4,3,4,5,6,4,5,5,3,2,2,3,3,4,4,3,3,3,2,3,2,2,2,2,4,3,3,4,4,3,3,3,3,4,4,3,5,4,1,1,40,10.0,1,3.0,1,40,11.0,us,us,1,6.0,3,7,10,2,uk,7.0,1,1,4.333333333333333,3.6666666666666665,3.0,3.3333333333333335,3.3333333333333335,3.5,3.1666666666666665,3.25,3.5,3.25,3.3333333333333335,3.5,2.6666666666666665,3.4,4.0,3.3333333333333335,3.0833333333333335,4.476190476190476,3.4166666666666665,2.75,2.75,2.5,2.75,3.111111111111111,3.3333333333333335,3.3333333333333335,3.0,3.5,4.0,3.25,2.6666666666666665,3.0,3.5,3.3333333333333335
2,1,5,4,3,4,5,4,5,4,3,4,5,4,3,4,4,5.0,4.0,3.0,3.0,4.0,5.0,4.0,3.0,4.0,5,4,5,4,5,4,5,4,5,4,4,5,4,4,5,4,3,4,3,4,3,4,3,4,4,5,4,3,4,5,4,3,4,5,4,3,4,6,5,4.0,5.0,5.0,5,4,3,2,3,4,5,4,3,4,5,4,8,6,2,2,survey,5,4,3,3,4,5,4,3,4,5,4,3,4,5,4,3,4,4,5,4,3,4,5,4,3,4,4,5,5,4,3,4,5,4,3,4,5,4,3,4,5,4,5,4,3,2,3,4,5,5,4,3,2,3,4,5,4,4,4,4,4,6,5,4,5,4,5,4,5,4,5,4,5,6,5,4,5,6,5,4,5,4,5,4,3,4,4,4,4,4,4,4,4,4,4,5,4,3,5,4,3,2,1,2,3,4,5,4,3,2,cooking,25,1,2,40,8.0,2,3.0,1,36,3.0,white,usa,3,2.0,2,2,4,2,china,6.0,1,3,4.0,4.333333333333333,4.0,4.0,3.8333333333333335,4.5,4.5,4.25,4.0,3.5,3.6666666666666665,4.0,4.0,4.0,5.0,3.8333333333333335,3.8333333333333335,4.761904761904762,3.1666666666666665,4.25,4.25,3.75,3.75,4.0,4.0,3.8333333333333335,4.2,3.75,4.0,4.0,4.0,4.333333333333333,3.5,4.0
